Customer Review Final,Emotion Encoded
barang terima order mei skrg agustus,1
barang proses refund makan dr muas,1
terima tutup wajan ad yg masalah wajan ad gores masalah krn proses kirim emang sono cacat kecewa respon jual bilang gores g beli beli wajan anti gores terima gores kualitas masalah lgs aju komplain sdh terima wajan gores tetep bbrp yg kecewa kecewa repot ngurus kembali barang mw jual diskon kasih kualitas g bagus aja produk ad bbrp masalah kasih diskon resiko beli online moga awet,4
gagang patah coba lem pakai lem cina blm tau kuat ngga,4
official store aja spt gmn klo beli toko udh smp taun ga selesai dr beli desember sy udh ingat pdhl pasti brg bgs pas besok lgsg sy keluh tutup ga bs pasang tgl toko sedia kirim tutup yg bukti chat tp main tele ga tawar solusi nyata beli pan krn butuh yg tutup kaca kirim tutup yg ga bs pasang brand layan kualitas rendah alam yg kecewa kirim barang ga fungsi nama tipu ga beli carote lg ga rekomendasi,1
miring penyok,4
pakai mindahin tabung gas kg seret susah maju roda jalan bobot tabung gas beratnot recommended utk tabung gas kgmungkin lbh ringan lancar roda putar,1
busa tipis ukur pakai sobek harga mahal,4
pakai kali sponnya pisah lem bagus,4
tombol kempot parah pabrikan jaga mutu,1
cacat overpriced plastik,1
tadi sen beda model tp g selernya paksa pakai dah gmn lg,4
ga suka barang,4
barang bagus bocor bagi salur operasi,4
macet ketok nyala mesin,4
alat eror,4
gak fungsi udah charge hari apes aja mah,4
barang ngk berfungsisetelah cek ic matijadi beli barang buangtolong klau kirim barang cektes dulusangat kecewaaa,4
produk bagus,4
barang rusak adi charge sehinga pakai respon jual lambat kecewa sbgi beli,0
beli item pompa elektrik charge pakai jual respon bantu kecewa not recomendded,0
pecah packing aman,4
mahal dr barang kokoh,1
bahan jelek kokoh,4
packing tdk tau kirim tp tdk lapis lindung sisi sudut barang rusak,4
ukur harap,4
hmmmm barang kokoh utk simpan barang berat doyong mahal utk tingkat kokoh sorry,4
gak sesuai ekspektasi klo simpan barang yg berat recomended proses klo proses gak sampe sampe cepat kali ya,1
proses respon nya,1
jelek penyok kecewa,4
over price dgn kualitas barang yg kokoh lorot seller review jujur ya jgn sembarang bilang gak jujur harga kualitas gak sesuai yg gak jujur yg bujuk via chat rubah review iming free gift tolak krn bohong gak review asli mgkn bujuk seller rubah review spy bagus pdhl mgkn kasus kecewa dgn produk yg over price,0
barang rusak pisau yg patah bekas gores pisau sayang banget quality kontrol buruk,4
merk bucki promo take a picture update ulasanyabarusan search bucki knife murahkalau ngadain promo jual barang benersaya kecewa brand gm percaya kali kali,4
chat bilang merek gm bear yg kirim kardus ajah yg merek gm bear tp isi merek bucki barang ga sesuai sepakat mah bohong nama,1
barang sesuai produk pes gm bear set pisau yg kirim merk bucki,4
barang aja bahan bgitu bagus,4
pisau tajam,4
barang sesuai jual terima,4
toko peniputipu harga tipu merk moga karma amin,0
pesan sesuai barang pes merk gm bear warna putih kirim merk buck warna hitam kecewa,4
kirim cepat barang oke tutup ga tutup rapat sisi,4
ya jam harusny dijelasin display jam gk hidup idupin,4
produk sdg smp sy tes tp baca fast charging hp,4
barang rusak pakai normal kirim barang nya jual masuk garansi toko service jelas kasih bintang terima barang nya keaadaan normal fungsi,1
barang terima coba rusak masak nasi panas bawa service center heating element nya rusak nunggu service minggu ganti barang coba rusak kondisi megang rice cookernya nunggu diservice repot service luar kota,1
rice cooker beli tp nasi bau air tp bs ganti barang dr toko toko yg kalo barang rusak itungan garansi toko bs tukar dgn yg diservice yg saran toko bawa service center nasi basah jujur kecewa krn pilih toko biar kl ngak ribetternyata salahsaya beli rice cooker mahal rice cooker bagus tp kecewa,4
salah unit kedip ketok dlu nyala ntar kedip gak nyala ketok lg lampu unit perfect thanks,4
lampu fungsi nyala lumayan remangremang kuat batere jemur hari jam barang yg soket baut patah buka,4
harga struk masuk kotak beda harga tampil tokopedia harga mahal ya struk beda harga,1
barang dtg sesuai yg kasih admin nya bilang rice cooker liter barang yg kirim liter,0
barang cepat panas rusak,4
kirim banget kurir gagal pickup terussetrikanya lumayan berat packingnya tipiss bublewrap selapiskualitas strikanya jg turut ga panas jd setrika,1
pakai redmi s laptop sesuai harap,4
barang sesuai dgn pesan estimasi pas banget mantap cuman sayang speaker belah kiri gk fungsi yg suara hnya sbelah kanan,4
lampu error hubung wifi saklar hidup dihidupin hp gak nyala,4
sampe brgnya cepet sih tp pas pasang kipas bunyi plus gak mur baut utk ikat tutup kipas,1
beli pcs normal kendala stuck house cartridge nya gak step nya normal ikutin manual,1
alat bagus gak pakai pakai menit udah overload nunggu kerja bersih makan yg,4
barang kirim bubble pdhl sdh info mendung gelap gerimis keciltp kirim lapis dus kena air bkl robel tembus,1
ringan suara glodak glodak hidup ga proper sbg sedot debu tara sedot debu murmer design yg jual,1
ya utk harga an lumayan worth rgb kanan kiri ga selaras sih deflect gara gara kirim,4
maaf bintang nya cmn cas nya gk pakai coba kali kali mnt batok cas nya panas bgt klo pake takut ledak pngiriman respon oke,1
toko ga niat jual beli tanggal dkirim tanggal barang sih bagus layan ngga banget sesuai review,4
barang fungsi boxnya buka,1
guna hp samsung kualitas suara kualitas mic standar buruk suara keras dengar lawan bicara pengguanan macbook hubung kualitas suara putus stabil koneksi tementemen connect laptop gitu mending cari tws deh koneksi laptop stabil sekian,1
lampuyg nyala yg nya matipadahal udah jemur sblm pasang siangkecewa ya,4
suara deh kualitas suara maaf ya main anakanak bentuk handphone,0
pesan tengah mati,4
klamaan kirim sen urgent pagi pke ojek online biar lngsng smpe kirim pke tik bsk nya br smpe,4
kunci baling baling nya tidakk next cek teliti sbelum kirim bagus cocok kipas angin rusak,4
barang pecah ndak tau dr seller ekspedisi sayang selesai transaksi sblm diunboxing bgtu buka pecah barang cm lapis lapis bublewarp tipis overall kecewa,4
barang sesuai deskripsi fungsi puas dg layan jual pesan proses h pick up h dikomplen gerak,1
barang cd driver nya,4
kirim lambat toko gak ramah komunikasi,1
barang pecah,4
kayak yg baterai yg jelek drop males kirim tp kali jalan setting tanggal jam mulu tombol charge warna merah gak nyala,4
salah kirim barang kirim item harga murah smart breakertransaksi lanjur selesai beli kali,4
pakai malam langsung ngedrop,4
barang printer kirim rusak admin online balas chat claim garansi,1
pakai x menit penghisapnya mati total,4
beli tanggal agustus tp tanggal september sdh error driving wheels akhirna tanggal jg sya kirim t nya service centre tangerang t tgn sya tp error lg tanggal september kali error sensor dmn deebot bilang ozmo pro is being installed please move to the non carpet area pdhal ozmo pro tdk attach t nya dikarnakan lampu pd deebot akhirna suka bergonta ganti jd biru putih biru putih malam voice report terus bunyi dsuru bawa service lg maap sya tdk mao hubung ongkosna yg sgt mahal jd ya sya bs mati voice reportna dl aja biar ga ganggu overall kecewa t banding t aivi t tdk tahan banting pake bulan tp sdh byk errornya bener nyesel jg beli maaap bs kasi bintang segene krn ktdkpuasan kl mao consider beli robot beli beli t series aja lebi tahan banting soale,0
barang sampe trus coba nya bagus mesin nya mati udah coba kali kali ga hidup seller chat respon dana terima seller tokopedia ga bantu komplain kecewa komplain suruh nunggu cek cek ga duluan kasih info barang yg duluan selesai nya belanja tokopedia kena seller ga bagus refund ga tanggap barang ga tau mana diapain beli kayak beli barang refurbish yg ga kirim kirim sebal,0
saran tokokalau kirim nya antaraja saran pegiriman nya yg aja,1
lampu fungsi mesti ganti warna mati klik tombol dpi pakai software warna merah sakit mata mouse an ribu kirim pesan seller respon jam paksa kasih bintang kali beli produk aula kecewa guna gear aula,4
packing ada bubble selap tambah lapis plastik hasil barang terima patah,4
barang yg beli tdk fungsi utk komplain hrs video unboxing pdhal rusa fisik beli official store tdk jamin kualitas barang,1
dlm order sdh sy bubble wrap rp tp kirim bubble order pagi n spy kirim lbh cepat instant tiba jam an,4
minggu pakai nyala belah,4
barang terima pecah sudut posisi lap gabus lindung loh asumsi barang pecah kirim ekspedisi sayang lupa video unboxing,4
ga pakai pas dicolokin laptop nyala abis masukin cd cd baca pas dikeluarin cdnya ga skrg cd dalem external cd hadeehh nambah urus,4
produk ga ragu sensor ga delay eksekusi mantap,2
suara mantap packaging aman barang mudah,2
barang sesuai deskripsi fungsi dgn baikmakasih jga responnya yg,2
produk paket rapi cacat recommended,3
pasang gampang bahan kokoh barang original proses pesan cepat packaging aman packaging rapi respon jual top jual ramah banget,2
beli ezviz cn pasang duaduanya mudah pasang setting barang original gambar pan and tilt bantu temu sudut pandang optimal pantau terima kasih seller,2
sangt manfaat kamera gera putar kirikanan turun kirim suara audio gambar kamera bagus,2
puas layan tokoh chat sedia barang ready kirim barang sedia solusi barang model tipe beda tokoh langsung sedia barang sesuai minta sayawalaupun sesuai estimasi pesan sameday barang pesan kirim sesuai harap sayaterima kasih seller doa moga sukses barang awet pakaiterima kasih seller god jobsbisa muat barang original mutu jamin sni garansi resmi gampang pakai desain elegan hemat listrik,3
alam beli kulkas online alhamdulillah kirim emas produk terima dng rusa kualitas produk bagus harga miring banding beli langsung toko,2
kulkas kondisi bagus moga awet kendala suka banget toko aja h lebaran sanggup kirim samapesen jam jam nyampe mantaaaap thx seller,2
kirim cepat aman barang sesuai deskripsi ujung buat plastik kokoh rakit mudah modal obeng tips dikencengin baut kecuali fixed dgn ukur kaki mesin cuci recommended,3
udah sampe gampang banget rakit besi lumayan kokoh sellernya ramah terima kasih,2
barang sesuai ukur mesin cuci tabung pas banget terima kasih tokopedia seller moga sukses toko,2
paket terima test lancar macet pokok recommended byari printer connect cash drawer ya panda aja setting nya jg gampang,2
seller ramah sabar barang mesin coba dpt dgn moga awet thanks,2
alhamdulillah bos barang sesuai pesan nyampe terima kasih moga lancar jaya temanteman ragu belanja toko terima kasih,3
barang nya jos fungsi kualitas oke bantu banget pakek bingung gk buka otomatis eh app yg gk suport cash drawernya mantul dah,2
barang bagus praktis harga murah ga salah pilih produk blueprint original merk respon jual cepat ramah rrcommended,3
barang bagus no lecet no rusak super sekaliii terimakasih sukses jaga sehat,2
ditrima barang dg muas trimakasi ya toko dia smg sukses trus,2
jam lgsg sampe packing aman buble warp kondisi barang coba mantab lancar bagus hasil jual fast respon terima kasih seller,2
mantap barang cepet sampenya seller positive respon harga pass kualitas oke rekomen banget pokok,3
respon profesional bantu dng kirim cepat kwalitas barang sesuai,2
mesin sesuai yg butuh cs nya ramah yg butuh,2
barang selamat fungsi insya allah jalan tinggal guna mahir barang oke mantap,2
layan muas baik jual responsif tanyain,2
mudah suara hasil jernih produk fungsi,2
barang bagus bagus sesuai pesan harga jangkau kualitas terimakasih tokopedia kurir seller,2
jos mantap udah tes nya normal tinggal coba hasil suara aja moga suara kendala,2
suara hasil jernihkalau kit giga bass glerrditambah lg preeamp mic tr karaoke,2
fungsi dngn playanan toko bagus saran belanja toko gak bikin kecewa langgan best of the best toko,3
barang sesuai gambar cuman adaptor v nyala terima kasih kurir,2
maaf br review skr barang sesuai lsg pakai gk masalahseller nya cepet ngerespon nya yg remote nya keren recomended bangettks,3
seller positive mini wireless keyboard fungsi terima kasih,2
terima kasih barang yg d terima bagus fungsi packingnya oke jd barang aman d rmh rusa,2
keren banget barang batrenya sumpah awet banget volume gede ringan cocok banget bawa lari work out makas min,2
barang sdh terima dgn selamat barang nya muantaaap sekalimaju kembang toko nya,2
makas gan barang dah aman langsung pakai barang bagus slalu muas belanja,2
produk fungsi seller komunikatif informatif proses pilih paket sesuai butuh guna pandu kirim cepat bebas ongkir jakarta surabaya alat praktis fungsional nggak nonton film live channel negeri nyari netflix nba tv amazon prime dapat lupa ya kerja alat gantung koneksi internet oke internet top,2
barang original produk fungsi suara hasil jernih mudah asli ga nyesel transaksi disiniagan seller jelasin jelas produk variasinyasampe guna alat fungsi,2
suara hasil jernih garansi resmi mudah seller komunikatif detail fitur streaming tv film recommended hobby nya nonton produk fungsi barang original,3
recommend banget beli respon cepet banget ga itungan menit kasih best price harga ok apa respon sampe kasih no wa sabar banget tungguin sampe ok call sampe menit jarang ketemu yg thanks banget ya puas banget recommend banget,3
solusi pingin smart tv beli smart tv barang fungsi,2
mantab deh sesuai ekspektasi lancar jaya ga ngelag ram gb krn optimize mi nya ui simple dr tv box overall puas,2
highly recomend mantap seller kirim super kilat xjam sampaiada yg kirim wa cepat balas langsung kirim kekurangannyaramahrespon,2
barang produk bagus suara lengking radio jernih moga manfaat,2
alhamdulillah paket dgn cepat suara jernih neng denger radio rodja seller ramah responsif moga awet produk moga berkah seller,2
tinjau dr sesuai dg deskripsi fungsional produk rekomendasi produk sesuai,3
sesuai deskripsi jua tes fungsi fiturnya jalan dg kualitas suara kecewa harga yg tarik itu bonus recomend jd best seller in toped,3
mp player terima kasih sedia produk mudah,2
pesan cepat seller fast respon,2
harga murah kualitas,2
terimakasih recommended seller,3
kirim cepat barang sesuai,2
cepat kirim baikpacking rapipesanan sesuaitx seller,2
jepit nya bagus canti anak suka,3
bagus bgt topi nya nnti bli lgi ahh,3
topi bagus bahan nya,2
bahan bagus kualitas bagus sesuai harga,2
harga sesuai barang yah,2
jam fungsi normal ukur sesuai keren banget model,3
jam fungsi normal bahan bagus ukur sesuai nyaman pakai,2
barang udah terima terimakasih gan,2
barang baguscuma teliti pengirimankabel charger salah magnetik kabel charger usbselain it ok,2
lumayan dipake tp ga certificatenya,2
topi nya lembut warna sesuai dgn foto,2
kualitas sesuai harga,2
ukur sesuai bahan tebal packagingnya rapi respon jual top,2
bahan model bagus size udah up size ngepas model kini,2
ukur sesuai bahan tebal model kini jahit rapi nyaman pakai si packagingnya rapi,2
ukur sesuai nyaman pakai si bahan tebal jahit rapi model kini packagingnya rapi proses pesan cepat packaging aman,2
ukur sesuai packagingnya rapi,2
dikabarin yg elephant size l kosong ganti chevron yg bs kembar kk adek dongs gausah diraguin bahan adem,2
recomended seller,3
barang sesuai deskripsi seller fast response delivery cepat,2
mantap barang dgn harga yg ekonomis kualitas barang tdk ekonomis recommended seller nih,3
mantap barang cepat murah,2
tipis ok lha,2
bahan tipis seller ramah ekspedisi cpt,2
cakep banget tp salah pilih size mash gede anak tp anak super happy thanks,3
ukur sesuai nyaman pakai si bahan kualitas proses pesan cepat empuk jalan model keren,2
ukur sesuai bahan kualitas nyaman pakai si model keren,2
empuk jalan bahan kualitas model keren bahan ngga kecewa ukur nya gede ukur nya ngga jangka,2
nyaman pakai si ukur sesuai bahan tebal bahan kualitas empuk jalan model keren motif kini,2
proses cepat jahit rapih,2
mantaaaaap jaya gan sukses bisnis jaga kualitas baik murah fitur rentang cari harga,2
barang sesuai foto kualitas lumayan sesuai harga oke kalo brgtuu sukses,2
kirim cepat harga murah bahan sesuai harga,2
barang sesuai kirim cepat,2
barang sesuai pesan,2
puas banget sesuai pesan terima kasih,2
makasih ka barang ok,2
barang bagus sesuai harga fast respon,2
kirim cepat tas kecewa,2
respon cepat barang sesuai pesan,2
alhamdulillah terimkasih seller tas nya bagus bnget anak suka langsung pakai sekolah seller ramah proses pengirimanya cepat bikin puas beli doa sukses usaha moga maju,3
tas nya bagus banget bahan tebel kirim barang cepat,3
barang cepet pengirimanya sesuai pesan,2
kirim cepat barang bagus murah,2
harga gin barang yg muas,2
bagus baju hari anak,2
wajar harga segitu mah baguss,2
bagus kak baju nya jahit nya rapi cocok pakai hari harga sesuai layan nya bagus,2
bahan sih bagus sesuai pesan mudah muat ya kado trmksh,2
baju bagus cacat harga sahabat,2
kualitas sesuai harga kirim cepat,2
kualitas barang sesuai harga bahan lumayan halus sablon kasar cuci mesin cuci kirim cepat,2
sablon pudar tipis bahan tipisbut worth it for the price,2
celana cuci dipake ma anak puas banget ma produk walopun harga murah tetep oke koq produk jahit rapi bahan random ga milih padan banget ma harga kirim cepat thanks seller,3
terimakaasihpesanan pas anak,2
kain adem jahit bagus ukur pas positive,2
gonta ganti main hari ga beli yg ratus ribu mending belanja dapur proses delivery cepet mantab,2
mantep banget bahan adem harga murah langsung dipake anak sayathanks seller,2
sesuai pesan motif garis polos bahan sesuai hrg mksh,2
lumayan sesuai harga,2
lumayan hari kualitas sesuai harga,2
lumayan sesuai hrg kirim cepat,2
lucuuu banget gambar bahan tipis ya gapapa biar adem thanks seller,3
barang sesuai pesan kirim cepat terima kasih yaa,2
istri suka motif hewan bagus sablon murah pakai singlet aja gausah pake baju bagus packing rapi kirim cepat,2
bagus motifa lucuu lucyuu seller jg kirim jg kilat mksh yah sis sukses trs,3
singlet lucu bahan lumayan adem aga tipis sampai cepat recomended toko,3
jual ramah n fast respon,2
bagus barangnyacepet nyampeknya,2
bahan okepacking rapi cepat,2
kerennnnnnnn bgt celana harga murahhhh bgt,3
proses cepat celana lumayan bagus makasih selleer,2
bahan halus jahit rapiuntuk harga segitu uda oke banget,2
cakep beneran pas anak aq sesuai umur next order lagee,3
barang bagus sesuai harap terima kasih,2
harga oke kualitas barang oke cepat kirim oke,2
sesuai randomnya bahan sesuai expektasi terima kasih,3
harga segitu lumayan bagus suka,3
kirim cepat packaging lapis warna sesuai pesan no problem,2
suka banget strap masker lucu bagus bangett recommended bgt jdi langgan sihhh,3
harga murah lucu cepat kirim sukses ya,2
bagus kirim jg cepat enak pakai anak ringan,2
puas pesan pcs pas qty nya yg cacat main nya kirim brg cepat terima kasih yaahh seller harga gin sih murah sekali,3
pink kasi ungu tp ya udah bagus,2
barang terima kualitas kirim cepat makasih,2
kirim cepat produk nyaman pakai rumah,2
barang sesuai pesan recommended,3
ukur sesuai anak bahan bagus anak suka makasih ya,3
bahan adem kirim lumayan cepat,2
lumayan bahan harga murah,2
barang oke sesuai pesan,2
lucu tas murah sesuai harga sih kualitas pas anak,3
positive job respon cepat paket cepat,2
barang sesuai gambar lucu jga dipke anak,3
barang bagus lucu moga versi besar anak kelas sd gitu hehehe,3
sesuai deskripsi pesan terimakasih,2
puas barang,2
barang bagus,2
tks barang,2
bagus banget,3
tali bagus,2
rapi enak pakai,2
bagus mudah mudah awet,2
bagus banget barang nya pake promo nya jangkau banget anak sekolah kaya,3
alhamdulillah bagus,2
bahan model warna bagus respon jual cepat harga saing kompetitor kemas bagus,2
bahan kaku gpp tebal,2
terawang mudah bentuk nyaman pakai jahit rapi bahan adem,2
bahan adem nyaman pakai terawang tipis,2
barang bagus sesuai pesan,2
yeay paket sampe sempet review moga dipakenya nyaman enak sempet buka,2
packaging rapi barang sesuai pesan ekspektasi bahan lembut ringan jahit rapi warna cantik,2
barang bagus harga murah,2
bahan tipis kasar kirim cepet,2
kirim oke produk kondisi warna salah gapapa makasih yaa,2
bahan tebal bahan lembut warna cantik anti slip ukur sesuai,3
sen kemarin dateng cepet banget sajadah bagus bulu halus busa beneran tebel moga sholat khusyukk sajadah aamiin terima kasih seller bahan tebal bahan lembut ukur sesuai warna cantik anti slip,3
alhamdulillah cepat kirim seller ramah packing rapi produk kondisi tebal pas bahan ok sesuai perkiraanterima kasih,2
kirim baramg sesuai yg harap,2
baguusss sarung,3
sesuai pesan,2
positive sesuai pesan terima kasih pas ank sya suka,3
packing rapi barang lumayan,2
barang sesuai deskripsi mukena nya tebal toko nya rekomended,3
masyaaallah bagusss muraaahhhh ragu order mukenah asli sd survey bbrp seller offline n online murah harga barang dg yg luar yg harga mahaljangan ragu beli toko ya,3
bahan bagus sih warna foto sm asli beda,2
jahit rapi,2
bagus murah,2
warna beda dgn gambar terawang bahan adem nyaman pakai,2
nyaman pakai,2
bahan tebal warna cantik licin ukur sesuai model simple bahan adem,3
licin beli sekian bagus warna sesuai gambar,2
terima kasih pesan sesuai bagus maaf inner nya sdh pake si kakak,2
bahan bagus,2
enak bahan pas banget bagussss kirim cpt bgtt sampe gainget sen paket wkwk,2
bagus banget,3
barang bagus pet nya tebel,2
lumayan sesuai harga makas,2
bagus harga rb an bahan lumayan halus kaku tipis terawang nyaman pakai,2
sdh kali belanja fast respons amanah,2
celana nya nyaman kalo saku kiri kanan balance kalo simpan saku tks sukses maju,2
pesan sdh terima,2
kirim cepat masker jahit rapi bahan kain,2
warna sesuai pic cantik,3
masker bagussesuai harga,2
bahan adem jahit rapi,2
ukur sesuai model cantik bahan adem istri suka banget,3
bahan adem warna cantik ukur sesuai terimakasih,3
terawang ukur sesuai bahan adem jahit rapi warna cantik model cantik,3
mantabbahannya adem ukur sesuai model cantik warna cantik jahit rapi terawang,3
terawang model cantik bahan adem warna cantik ukur sesuai jahit rapi,3
alhamdulillah dpt traktir tokopedia moga ngasih gratis sesuai ukur gak papa makasih seller yg udah rela ngasih gratisbisa kepakek utk rumah aja warna cantik terawang,2
suka jilbab bagusnyaman dipake,3
barang sesuai deskripsipenjual ramah fast respon,2
bahan lembut anti slip ukur sesuai bahan tebal warna cantik,2
warna cantik ukur sesuai bahan lembut maaf foto nya pocketnya aja sajadah cuci,2
barang sesuai kirim cepat makasih,2
alhamdulillah paket nya sesuai gambar nya trimakasih,2
respon cepat barang bagus,2
bahan kualitas ukur sesuai warna sesuai potong rapi model keren bahan serap keringat,2
produk sesuai ekspektasi kirim barang cepat pokok recommended dah,3
model keren ukur sesuai bahan kualitas potong rapi bahan serap keringat warna sesuai,2
bahan kualitas ukur sesuai model keren warna sesuai potong rapi,2
barang nya bagus kain elastis mantap,2
barang packing rapih terima kasih,2
terawang jahit rapi mudah bentuk warna cantik nyaman pakai,2
jahit rapi model cantik nyaman pakai bahan adem terawang,3
suka banget makasih kak,3
alhamdulilah jilbab bagus nggak nerawang diskon tokped makasii seller,2
terawang mudah bentuk jahit rapi bahan adem nyaman pakai model cantik warna cantik,3
bahan adem,2
nyaman pakai model cantik,2
model cantik bahan adem nyaman pakai jahit rapi warna cantik mudah bentuk,3
jahit rapi warna cantik mudah bentuk,2
jahit rapi model cantik warna cantik terimakasih kk,3
terawang mudah bentuk warna cantik pesan cepat belanja d toko kecewa,2
warna cantik kirim cpettt makaci kurir ujan d anterin,2
masker nyaman pakai sesak bagus,2
enak pakai cocok wajah symantap,2
bahan tebal bagus cepat terima kasih,2
mksh paket dah cepat bahan bagus suka,3
barang bagus sesuai sana kirim cepat positive job,2
barang sesuai gambarmantulcepat nyampepuas banget,3
terawang nyaman pakai mudah bentuk model cantik bahan adem jahit rapi warna cantik,3
bahan adem nyaman pakai,2
terawang mudah bentuk nyaman pakai jahit rapi bahan adem warna cantik model cantik,3
barang bagusbahannya adem model cantik,3
bagus admin garcep warna kosong langsung konfirmasibahannya adem jahit rapi warna cantik,2
makasiih krudung nya bagus istri suka,2
terawang nyaman pakai bahan adem jahit rapi,2
terawang mudah bentuk jahit rapi nyaman pakai warna cantik model cantik bahan adem,3
jahit rapi warna cantik,2
bahan adem jahit rapi terawang mudah bentuk warna cantik nyaman pakai,2
terawang bahan adem,2
mantap hijabnyaaa enaaaaaak pakai adeeeeem,3
full leather kecewa full leather seller kasih info pakai kanvas pakai kulit,4
beli barang barang nya status selesai kembali uang,1
saku kiri kemeja nampak sobek jahit bolong jahit saku kemeja kiri moga beli cacat pakai baik jual beli ulang salah terima kasih perhati,1
respon seller cepat proses kirim cepat model bahan ok kualitas jahit silah lihat gambar deh kerut jahit pundak lengan kerah bingung pake baju gk dipake mubazir dipake ya malu mohon perhati seller terima kasih,1
pesan warna putih yg putih kosong alih hitam ee yg merah maron pusiiing kayak ngak layan,1
packaging nya plastik item itu sobek pas terima,4
pesan hitam kirim warna kopi next please teliti warna hitam nya gak please info,4
jahit pas kancing celana kuat sorry jujur,4
dapet celana gak kancing sayang,4
ukur konsisten beli muas beli besar size nya stelah komplain beli komplaintapi beli besar,4
sen warna hitam gold konfirm by wa barang peyok kiri kanan kecewa,4
respon sebenernya cepet pas sampe barang nya penyok dikit tp g aju komplain krna sleting g lem tembak nempel nutupin jalan sleting benerin kunci sekrang g kode,4
koper penuh lecetlecet kelupas dimanamana,4
salah putar kunci los kunci jd tdk pakai tp sy males return sesuai harga x ya utk respon sich oketp tdk say sorry dr jual,1
barang tuju kirim mohon perhati barang,1
jahit rapih,4
kirim oke jahit oke pas dapet kancing rusak,4
beranta benang nya anda bagus mahal yg bagus nya,1
fittingnya sesuai dgn yg harap sih bahan enak,4
kids bener yg beda bahan tipis yg pesan yg katup kagak,1
proses packing lambat,1
barang nya kotor bintik hitam bintik putih jamur,1
jam aja harga juta teknik marketingnya,0
barang buka pakai jahit yg terbukanegative quality control,4
topi warna pudar gak sesuai pic kecewa terimakasih,4
jahit rapih jahit sambung samping,4
cacat lipat jahit,4
kirim yg robek ga cek sblm dikirimmurah sih emg tp jgn barang rusak yg kirim min,0
maaf kualitas buruk bahan tipis lingkar kepala gak setel,4
atur topi plastik gampang putus,1
tampil si ok banget bahan tipis banget dipake pakai normal minggu jahit udah sobek,0
maaf seller bintang sebab barang yg pes sesuai dgn yg terima pesan kepala gesper yg hitam polos sesuai gambar dgn kode yg terima motif sesuai harap ajuin komplain malas anggap gak moga depan seller layan,4
kualitas barang jelekpenguncinya patah buka,0
udah x beli ga awet bangetyg rusak rel nya macet beli eh rel kendor ga kenceng beltnya,0
ikat pinggang sih baik kepala ikat pinggang terima beberapa cat kelupas dipake susah lepas ungkit naik tahan ikat pinggang angkat repot ganti pakai,4
to be honest barang rusak tangkai patah kirim salah pas buka ga video unboxing but overall kecewa sih kualiatas barang toko kasih notes mesan harap check min barang kirim kapok sih klo,0
sen datengnya untung menang argumen komplain paksa nerima barang refund potong harga barang yg kirim seller enak untung buyer tetep rugi,0
frame kacamata nya bagus tipis sptnya gampang patah ngakbseperti kacamata,1
gak sesuai yg pesan merk yg kirim nya dompet ginian sdh gitu rugi pas retur gak ganti ongkir nya,4
beli pcs rusak bentuk toko dalih ya udah utk ajar aja utk yg beli,1
trimakasih barang sayang kulit cacat,4
produk swallow tp ukur yg kirim tdk sesuai deskripsi seller ga respon payah,4
barang sesuai dgn minta tuju ubah ukur tp kirim yg rubah lg tuju,1
pake hr ud robek,4
kualitas jelek banding harga minggu pakai robek,0
ukur xl ukur m nyaman sempit banget celana dalam gerak sambung jahit sempit banget,4
motif yg cacat motif kasih polos kwalitas bagus maklum barang china bagus buat lokal,0
barang sesuai yg pes sarung tangan n yg kirim peluru tolong teliti merespon pesan,4
knuckles karet nyaman pelayananya slow respon,4
pakai resleting langsung rusak gambar kotor,4
barang dg cepat ttp dlm kondisi basah bau apek ya dalam plastik,1
pola pas negativean pas lengan,4
tulis catat hitam putih kirim hitam guna catat kaos kaki anak sd ga muat kaki orang dewasa,0
order hitam pcs abuabu pcs hitam pcs abuabu pcs,4
kaos kaki tipis transaksi respon jual lambat proses kirim,0
maaf kak sy sen celana yg warna abu dapet kaos dalem ya mohon bantu ka sy g enak sepupu sy tdnya ngasih celana dtgnya kaos dalem,1
bahan celana tipis terawang gak sesuai gambar gambar kayak katun tebal gitu asli yg kirim tipis gak banget ya maaf,0
pesan warna coklat yg warna abu abu kali tolong klo jual profesional,0
tipis terawang bagus leging pinggir jalan mah recommend over price nyesel bgt gw,4
barang yg kirim gk sesuai model,0
respons jual lot ogah layan bahan kaos mudah melar pakai mesin cuci,4
bahan tipis ukur xl nya kecil sempit utk pakai,4
ukur xl baju oke celana tdk xl kecil baju pakai celana baju yg kirim celana robek pas jahit tdk check sblm kirim,4
bahan cuci luntur baju yg,4
bahan nya panas gede banget gak sesuai berat negativean yg d estimasi,4
luntur sdh bbrp kali d cuci,4
ga amanah toko nyaawal nya bilang ready ukur nyasetelah transaksi bilang kosong stok nyacoba bilang kalo ukur yg ingikan kosongpembeli pindah jual lainpengiriman nya lelet,4
barang sesuai pesanansy pesan warna hitam ukur l kirim hijau ukur xl sy pesan warna hijau ukur m kirim nya ukur l tingkat layan bossemoga pesan sesuai ya,1
brang dtg warna nya sesuai pesan tp karat kotor,4
barang sesuai yg pesan warna pudar kancing yg pesan yg kirim model kancing,4
ga sesuai permintaanudh kasi terang order chat biar inget eehmalah barang yg warna tdk sesuai warna yg ken cepet ngirim aja lapak klo ga stok jgn approve,0
celana order nomer kasih,4
celana ukur akurat,4
