Customer Review,Emotion
barang sampai dengan baik produk cukup bagus suara tidak melengking radio cukup jernih semoga bermanfaat,2
alhamdulillah paket sampai dgn cepat suaranya jernih juga ibu saya seneng bisa denger radio rodja lagi seller ramah dan responsif semoga awet produknya semoga berkah untuk seller,2
ditinjau dr kesesuaian dg deskripsi fungsional produk dan rekomendasi produk adalah tepat sesuai dan baik,3
sesuai dengan deskripsi penjua sudah dites fungsi dan beberapa fiturnya dan berjalan dg baik kualitas suara tidak mengecewakan harga yg cukup menarik itupun masih diberi bonus kecil recomend jd best seller in toped,3
akhirnya kesampaian juga punya mp player terima kasih sudah menyediakan produk ini sangat mudah di gunakan,2
seperti biasa pesanan cepat seller juga fast respon,2
harga murah kualitas baik,2
terimakasih recommended seller,3
pengiriman cepat barang sesuai,2
kecepatan pengiriman baik packing rapi pesanan sesuai tx seller,2
jepitan nya bagus canti anakku suka,3
bagus bgt topi nya nnti mau bli lgi ahh,3
topinya bagus bahan nya,2
bahan bagus kualitas bagus sesuai harga,2
harga sesuai barang yah,2
jamnya berfungsi normal ukuran sesuai keren banget modelnya,3
jamnya berfungsi normal bahannya bagus ukuran sesuai nyaman dipakai lama,2
barangnya udah kami terima terimakasih gan,2
barang bagus cuma kurang teliti saat pengiriman kabel charger salah yang magnetik tapi dapat kabel charger usb selain it ok lah,2
lumayan buat dipake hari tp ga ada certificatenya,2
topi nya lembut tapi warna tidak sesuai dgn foto,2
kualitas sesuai harganya,2
ukuran sesuai bahannya tebal packaging nya rapi respon penjualnya top,2
bahan dan model bagus hanya saja size terlalu kecil udah up size masih ngepas modelnya kekinian,2
ukuran sesuai bahannya tebal modelnya kekinian jahitannya rapi nyaman dipakai si kecil packaging nya rapi,2
ukuran sesuai nyaman dipakai si kecil bahannya tebal jahitannya rapi modelnya kekinian packaging nya rapi proses pesanan cepat packaging aman,2
ukuran sesuai packaging nya rapi,2
dikabarin yg elephant size l kosong minta ganti chevron yg penting bs kembaran kk adek bisa dongs gausah diraguin bahannya pasti adem,2
recomended seller,3
barang sesuai deskripsi seller fast response delivery cepat,2
mantap barang sudah sampai dgn harga yg sangat ekonomis tapi kualitas barang tdk ekonomis recommended seller nih,3
mantap barang cepat sampai dan murah,2
agak tipis tapi ok lha,2
bahan tipis seller ramah ekspedisi cpt,2
cakep banget tp salah pilih size mash kegedean di anak tp anak super happy thanks,3
ukuran sesuai nyaman dipakai si kecil bahannya berkualitas proses pesanan cepat empuk buat jalan modelnya keren,2
ukuran sesuai bahannya berkualitas nyaman dipakai si kecil modelnya keren,2
empuk buat jalan bahannya berkualitas modelnya keren bahannya ngga mengecewakan tapi ukuran nya kegedean padahal sudah saya ukur sebelum nya tapi ngga masalah bisa buat jangka panjang,2
nyaman dipakai si kecil ukuran sesuai bahannya tebal bahannya berkualitas empuk buat jalan modelnya keren motifnya kekinian,2
proses cepat jahitan rapih,2
mantaaaaap jaya gan sukses dalam bisnis ini sangat penting untuk menjaga kualitas terbaik dan termurah dengan fitur rentang pencarian harga,2
barang sesuai foto kualitas lumayan sesuai harga sejauh ini oke lah kalo brgtuu sukses selalu,2
pengiriman cepat harga murah bahan sesuai harga,2
barang sesuai keinginan pengiriman cepat,2
barang sesuai pesanan,2
puas banget sesuai pesanan terima kasih,2
makasih ka barang ok,2
barang bagus sesuai harga fast respon,2
pengiriman cepat tas tak mengecewakan,2
respon cepat barang sesuai pesanan,2
alhamdulillah terimkasih seller tas nya bagus bnget anak saya suka dan langsung dipakai sekolah seller ramah dan proses pengirimanya cepat bikin puas pembeli saya doakan sukses selalu untuk usahanya semoga semakin maju,3
tas nya bagus banget bahannya juga tebel pengiriman barang juga cepat,3
barang cepet pengirimanya sesuai pesanan,2
pengiriman cepat dan barang bagus dan murah,2
dengan harga segini barang yg didapat cukup memuaskan,2
bagus bajunya buat sehari hari anak,2
wajar lah harga segitu mah baguss,2
bagus kak baju nya jahitan nya rapi cocok untuk pakaian sehari hari harga sesuai pelayanan nya bagus,2
bahannya sih bagus sesuai pesanan mudah an muat ya soalnya buat kado trmksh,2
baju bagus tanpa cacat dan harga bersahabat,2
kualitas sesuai harga pengiriman cepat,2
kualitas barang sesuai harga bahan lumayan halus tapi sablon agak kasar sepertinya jangan di cuci dengan mesin cuci pengiriman cepat,2
sablonnya pudar dan tipis bahannya tipis but worth it for the price,2
celananya sudah dicuci dan dipake ma anakku dan puas banget ma produknya walopun harganya murah tapi tetep oke koq produknya jahitannya juga rapi bahannya memang random dan ga bisa milih tapi masih sepadan banget ma harganya pengirimannya juga cukup cepat thanks seller,3
terimakaasih pesanan sudah sampai pas buat anak,2
kain adem jahitan bagus ukuran pas positive,2
buat gonta ganti main sehari ga usah beli yg ratusan ribu mending buat belanja dapur proses delivery cepet mantab,2
mantep banget bahan adem harga murah langsung dipake anak saya thanks seller,2
sesuai pesanan motif garis dan polos bahan sesuai hrg mksh,2
lumayanlah sesuai harga,2
lumayan lah buat harian kualitas sesuai harga,2
lumayan sesuai hrg pengiriman cepat,2
lucuuu banget gambarnya tapi bahannya tipis ya gapapa biar adem thanks seller,3
barang sesuai pesanan dan pengiriman cepat terima kasih yaa,2
istri saya suka sekali motif hewannya bagus tidak terlihat seperti sablon murahan katanya pakai singlet aja gausah pake baju juga terlihat bagus packing rapi pengiriman cepat,2
bagus motif a lucuu lucyuu seller jg baik pengiriman jg kilat mksh banyak yah sis sukses trs,3
singletnya lucu bahannya lumayan adem buat se hari aga tipis sampainya cepat recomended tokonya,3
penjual ramah n fast respon,2
bagus barangnya cepet nyampeknya,2
bahan oke packing rapi dan cepat sampai,2
kerennnnnnnn bgt celananya harganya murahhhh bgt,3
proses cepat celana lumayan bagus makasih selleer,2
bahannya halus jahitan juga rapi untuk harga segitu uda oke banget,2
cakep beneran pas buat anak aq sesuai umur next order lagee,3
barangnya bagus sesuai dengan harapan saya terima kasih,2
harga oke kualitas barang oke kecepatan pengiriman oke,2
sesuai randomnya bahan sesuai expektasi terima kasih,3
dengan harga segitu lumayan bagus suka,3
pengiriman cepat packaging hanya satu lapisan warna tidak sesuai pesanan tapi no problem,2
suka banget sama strap maskernya lucu bagus bangett recommended bgt bakalan jdi langganan sihhh,3
harga murah lucu cepat kirim sukses ya,2
bagus pengiriman jg cepat enak untuk dipakai anak ringan,2
puas sekali saya pesan pcs semuanya pas qty nya dan tidak ada yg cacat per ada mainan nya pengiriman brg juga cepat terima kasih yaahh seller untuk harga segini sih murah sekalii,3
minta pink dikasi ungu tp ya udah lah bagus juga,2
barang diterima dengan baik kualitas baik pengiriman cepat makasih,2
pengiriman cepat produk nyaman buat dipakai dirumah,2
barang sudah sampai sesuai dengan pesanan recommended,3
ukurannya sesuai anak saya bahannya bagus anak saya suka makasih ya,3
bahan adem pengiriman lumayan cepat,2
lumayan bahannya dan harganya murah,2
barang oke sesuai pesanan,2
lucu tasnya murah sesuai harga sih kualitasnya pas juga dianak saya,3
positive job respon cepat paket cepat sampai,2
barangnya sesuai gambar lucu jga dipke anak saya,3
barangnya bagus lucu semoga ada versi besarnya untuk anak kelas sd gitu hehehe,3
sesuai deskripsi dan pesanan terimakasih,2
puas dengan barangnya,2
barangnya bagus,2
tks barang sudah sampai,2
bagus banget,3
talinya bagus,2
rapi dan enak dipakai,2
bagus mudah mudahan awet,2
bagus banget barang nya aku kan pake promo lagi jadi nya terjangkau banget buat anak sekolah kaya aku,3
alhamdulillah bagus,2
bahan model dan warnanya bagus respon penjual cepat harga bersaing dengan kompetitor kemasannya juga bagus,2
bahannya sedikit kaku tapi gpp tebal,2
tidak menerawang mudah dibentuk nyaman dipakai jahitan rapi bahannya adem,2
bahannya adem nyaman dipakai agak menerawang dan tipis,2
barangnya bagus sesuai pesanan,2
yeay paketan sudah sampe lama tapi baru sempet review semoga dipakenya nyaman dan enak karena belum sempet dibuka,2
packaging rapi barang sesuai pesanan ekspektasi bahannya lembut ringan jahitannya rapi dan warnanya cantik,2
barangnya bagus harganya murah,2
bahannya tipis agak kasar pengiriman cepet,2
pengiriman oke produk datang dalam kondisi baik jumlah benar tetapi warna salah gapapa makasih yaa,2
bahannya tebal bahannya lembut warnanya cantik anti slip ukuran sesuai,3
pesen kemarin dateng hari ini cepet banget sajadahnya bagus bulunya halus terus busanya beneran tebel semoga sholat saya bisa terus khusyukk karena sajadah ini aamiin terima kasih seller bahannya tebal bahannya lembut ukuran sesuai warnanya cantik anti slip,3
alhamdulillah cepat sekali pengirimannya seller ramah packing rapi produk kondisi sangat baik tebalnya pas dan bahannya ok sesuai perkiraan terima kasih,2
pengiriman dan baramg sesuai yg diharapkan,2
baguusss sarungnya,3
sesuai dengan pesanan,2
positive sesuai pesanan terima kasih pas ank sya suka,3
packing rapi barang lumayan,2
barang sesuai deskripsi mukena nya tebal toko nya sangat rekomended,3
masyaaallah bagusss muraaahhhh jangan ragu order mukenah disini asli sd survey bbrp seller offline n online disini murah harganya barang sama dg yg diluaran yg harga mahal jangan ragu beli ditoko ini ya,3
bahan bagus sih tapi warna foto sm asli beda,2
jahitan rapi,2
bagus murah,2
warnanya beda dgn gambar tidak menerawang bahannya adem nyaman dipakai,2
nyaman dipakai,2
bahannya tebal warnanya cantik tidak licin ukuran sesuai modelnya simple bahannya adem,3
tidak licin pembelian ke sekian bagus warna sesuai gambar,2
terima kasih pesanan sesuai dan bagus maaf inner nya sdh di pake si kakak,2
bahan bagus,2
enak bahannya pas banget bagussss pengiriman juga cpt bgtt sampe gainget pesen paket wkwk,2
bagus banget,3
barang bagus pet nya tebel,2
lumayan sesuai harga makasi,2
bagus buat harga rb an bahan lumayan halus tidak kaku tidak terlalu tipis tidak menerawang sepertinya nyaman dipakai,2
sdh kali belanja fast respons amanah,2
celana nya nyaman tapi kalo bisa sakunya ada kiri dan kanan agar balance kalo simpan sesuatu di saku tks sukses maju terus,2
pesanan sdh diterima dengan baik,2
pengiriman sangat cepat masker jahitannya rapi dan bahan kain baik,2
warna sesuai pic cantik,3
masker bagus sesuai harga,2
bahannya adem jahitan rapi,2
ukuran sesuai modelnya cantik bahannya adem istri suka banget,3
bahannya adem warnanya cantik ukuran sesuai terimakasih,3
tidak menerawang ukuran sesuai bahannya adem jahitan rapi warnanya cantik modelnya cantik,3
mantab bahannya adem ukuran sesuai modelnya cantik warnanya cantik jahitan rapi tidak menerawang,3
tidak menerawang modelnya cantik bahannya adem warnanya cantik ukuran sesuai jahitan rapi,3
alhamdulillah bisa dpt traktiran dari tokopedia semoga kemudian hari walaupun ngasih gratisan harus sesuai ukuran juga tapi gak papa makasih buat seller yg udah rela ngasih gratis bisa kepakek utk di rumah aja warnanya cantik tidak menerawang,2
suka jilbabnya bagus nyaman dipake,3
barang sesuai deskripsipenjual ramah dan fast respon,2
bahannya lembut anti slip ukuran sesuai bahannya tebal warnanya cantik,2
warnanya cantik ukuran sesuai bahannya lembut maaf foto nya pocketnya aja sajadahnya sedang dicuci,2
barang sesuai pengiriman cepat makasih,2
alhamdulillah paketan nya sudah sampai sesuai gambar nya trimakasih,2
respon cepat barang bagus,2
bahan berkualitas ukuran sesuai warnanya sesuai potongannya rapi modelnya keren bahan menyerap keringat,2
produk sesuai ekspektasi dan pengiriman barang cepat pokoknya recommended dah,3
modelnya keren ukuran sesuai bahan berkualitas potongannya rapi bahan menyerap keringat warnanya sesuai,2
bahan berkualitas ukuran sesuai modelnya keren warnanya sesuai potongannya rapi,2
barang nya bagus kain elastis mantap,2
barang sudah sampai dengan baik packing rapih dan baik terima kasih,2
tidak menerawang jahitan rapi mudah dibentuk warnanya cantik nyaman dipakai,2
jahitan rapi modelnya cantik nyaman dipakai bahannya adem tidak menerawang,3
suka banget makasih kak,3
alhamdulilah jilbabnya bagus nggak nerawang dapat diskon juga dari tokped makasii seller,2
tidak menerawang mudah dibentuk jahitan rapi bahannya adem nyaman dipakai modelnya cantik warnanya cantik,3
bahannya adem,2
nyaman dipakai modelnya cantik,2
modelnya cantik bahannya adem nyaman dipakai jahitan rapi warnanya cantik mudah dibentuk,3
jahitan rapi warnanya cantik mudah dibentuk,2
jahitan rapi modelnya cantik warnanya cantik terimakasih kk,3
tidak menerawang mudah dibentuk warnanya cantik pesanan cepat sampai baru pertama belanja d toko ini tidak mengecewakan,2
warnanya cantik pengirimannya cpettt makaci pak kurir ujan d anterin,2
masker nyaman dipakainya tidak sesak bagus,2
enak dipakai cocok dengan wajah sy mantap,2
bahan tebal bagus cepat sampai terima kasih,2
mksh paket dah sampai dengan cepat bahannya bagus saya suka,3
barang bagus sesuai pesana pengiriman cepat positive job,2
barang sesuai gambar mantul cepat nyampe puas banget,3
tidak menerawang nyaman dipakai mudah dibentuk modelnya cantik bahannya adem jahitan rapi warnanya cantik,3
bahannya adem nyaman dipakai,2
tidak menerawang mudah dibentuk nyaman dipakai jahitan rapi bahannya adem warnanya cantik modelnya cantik,3
barang bagus bahannya adem modelnya cantik,3
bagus admin garcep warna kosong langsung konfirmasibahannya adem jahitan rapi warnanya cantik,2
makasiih krudung nya bagus istri saya sangat suka,2
tidak menerawang nyaman dipakai bahannya adem jahitan rapi,2
tidak menerawang mudah dibentuk jahitan rapi nyaman dipakai warnanya cantik modelnya cantik bahannya adem,3
jahitan rapi warnanya cantik,2
bahannya adem jahitan rapi tidak menerawang mudah dibentuk warnanya cantik nyaman dipakai,2
tidak menerawang bahannya adem,2
mantap hijabnyaaa enaaaaaak dipakai adeeeeem,3
ternyata tidak full leather cukup kecewa karena tidak full leather seller tidak kasih info berapa bagian pakai kanvas berapa pakai kulit,4
beli barang tapi barang nya sendiri tidak pernah datang sementara status selesai pengembalian uang belum juga dilakukan sampai saat ini,1
bagian saku kiri kemeja nampak sobek tidak dijahit ada bolong sehingga kami harus menjahit saku kemeja kiri ini semoga untuk pembeli berikutnya cacat pada pakaian ini dapat diperbaiki atau tidak dijual kepada pembeli jadi tidak mengulangi lagi kesalahan yang sama terima kasih atas waktu perhatiannya,1
respon seller cepat proses pengiriman cepat model bahan ok cuma kualitas jahitannya silahkan lihat gambar deh banyak kerutan di jahitan pundak lengan kerah jadi bingung mau pake bajunya gk dipake mubazir dipake ya malu juga mohon jadi perhatian bagi seller terima kasih,1
pesan warna putih karena yg putih kosong dialihkan ke hitam ee yg datang merah maron pusiiing kayaknya ngak siap melayani,1
packaging nya cuma plastik item itupun sobek pas baru diterima,4
saya pesan hitam yang dikirim warna kopi next please lebih teliti lagi kalau warna hitam nya gak ada please di info,4
jahitan tidak pas kancing celana tidak kuat sorry tapi ini jujur,4
dapet celana yang gak ada kancingnya sangat disayangkan,4
ukuran tidak konsisten pembelian pertama kedua memuaskan pembelian ke kebesaran padahal size nya selalu stelah komplain pembelian ke dan tidak ada komplain tapi di pembelian ke ini kebesaran lagi,4
pesen warna hitam yang datang gold padahal sudah konfirm by wa barang datang ada peyok kiri dan kanan kecewa,4
respon sebenernya cepet tapi pas sampe barang nya ada penyok dikit tp g masalah pengajuan komplain krna sleting g bisa ternyata banyak lem tembak pada nempel nutupin jalan sleting dan akhirnya benerin sendiri untuk kuncian sampai sekrang g bisa padahal kode,4
kopernya penuh lecet lecet dan terkelupas dimana mana,4
salah satu putarannya kunci los hingga kunci jd tdk terpakai tp sy males return mungkin sesuai harga x ya utk respon sich oke tp tdk ada say sorry dr penjual,1
barang sudah sampai tujuan hanya saja sebelum dikirim mohon perhatikan barangnya terlebih dahulu,1
ada beberapa yang jahitan tidak rapih,4
pengiriman oke jahitannya oke cuma pas dapet yang kancingnya rusak,4
bagian dalam berantakan semua benang nya seandainya bisa lebih bagus tambah mahal sedikit pasti banyak yg mau ini bagus luar nya,1
fittingnya kurang sesuai dgn apa yg diharapkan sih tapi bahannya enak lah,4
yang kids bener yg besar beda bahan dan sangat tipis padahal yg besar pesan yg ada katupnya tapi ini kagak,1
proses packing sangat lambat,1
barang nya kotor banyak bintik hitam dan bintik putih mungkin jamuran,1
jamnya biasa aja saya tidak tahu kenapa bisa harga awalnya sejutaan mungkin teknik marketingnya seperti itu,0
barang sudah sampai beberapa hari tapi baru hari ini sempat dibuka dan mau dipakai ternyata ada jahitan di dalam yg terbuka negative quality control,4
topinya warnanya pudar dan gak sesuai dengan pic kecewa terimakasih,4
jahitan tidak rapih ada jahitan sambungan depan dan samping,4
ada sedikit cacat lipatan jahitannya,4
kenapa dikirim yg robek begini apa ga dicek dulu sblm dikirimmurah sih emg tp jgn barang rusak yg dikirim min,0
maaf kualitas buruk bahan tipis lingkar kepala gak bisa disetel kecil,4
untuk pengatur besar topinya dari plastik dan gampang putus,1
tampilan si ok banget tapi bahan tipis banget masa baru dipake pemakaian normal dua minggu jahitannya udah sobek sendiri,0
maaf kepada seller hanya bisa memberikan bintang disebabkan barang yg dipesan tidak sesuai dgn yg diterima pesannya kepala gesper yg hitam polos sesuai gambar dgn kode namun yg di terima bermotif jadi tidak sesuai harapan mau ajuin komplain juga malas karena saya anggap gak terlalu penting semoga kedepannya seller lebih baik lagi dalam pelayanan,4
kualitas barang jelek penguncinya sudah patah saat baru dibuka,0
udah x beli ga awet banget yg pertama rusak rel nya macet beli lagi eh relnya kendor ga mau kenceng beltnya,0
ikat pinggangnya sendiri sih baiklah yang masalah kepala ikat pinggangnya yang saya terima dibeberapa bagian cat mengelupas hal lain setelah dipake susah dilepas ungkitan untuk menaikkan penahan ikat pinggangnya tidak mau terangkat repot saat mau ganti pakaian,4
to be honest barang rusak tangkai patah dikirim saya salah juga pas buka ga di video unboxing but overall sangat sangat mengecewakan sih kualiatas barang ini toko padahal sudah di kasih notes waktu pemesanan harap di check dulu min barang sebelum dikirim kapok sih klo saya,0
pesen apa datengnya apa untung masih menang argumen waktu komplain tapi terpaksa nerima barang dengan refund dipotong harga barang yg dikirim seller enak untung buyer tetep rugi,0
frame kacamata nya kurang bagus tipis sptnya gampang patah ngakbseperti kacamata pada umumnya,1
gak sesuai yg di pesannya merk apa malah yg di kirim nya dompet ginian sdh gitu rugi banyak pas di retur gak di ganti ongkir nya,4
beli pcs hampir rusak semua bentuknya dan toko terus berdalih ya udah utk pelajaran aja utk yg mau beli,1
trimakasih barang sudah sampai tapi sayang kulitnya ada yang cacat,4
produk swallow tp ukuran yg dikirim tdk sesuai deskripsi saya tanya seller ga respon payah,4
barangnya kurang sesuai dgn permintaan sudah saya setujui berubah jumlah dan ukuran tp ternyata dikirim ada yg dirubah lg tanpa persetujuan,1
baru pake hr ud robek,4
kualitasnya sangat jelek sebanding dengan harganya baru minggu saya pakai sudah robek dengan sendirinya,0
ukuran xl seperti ukuran m saat digunakan kurang nyaman sempit banget celana dalamnya terutama saat bergerak sambungan tengah yang dijahit juga kurang panjang jadi rasanya sempit banget,4
yang motif ada yg cacat minta motif dikasih dan polos kwalitas kurang bagus maklum barang china masih bagus buatan lokal,0
barang tidak sesuai yg dipesan sarung tangan n yg dikirim peluru tolong lebih teliti merespon pesanan,4
knuckles karetnya agak kurang nyaman terus pelayananya slow respon,4
baru pakai di resleting depan langsung rusak gambar bagian belakang kotor,4
barang sampai dg cepat ttp dlm kondisi basah dan bau apek kenapa bisa begitu ya padahal didalam plastik,1
polanya kurang pas negativean pas tapi lengan terlalu kecil,4
saya tulis dicatatan hitam dan putih tapi yang dikirim hitam semua apa gunanya catatan lagian ini kaos kaki anak sd ga muat di kaki orang dewasa,0
saya order hitam pcs dan abu abu pcs yang datang justru sebaliknya hitam pcs dan abu abu pcs,4
kaos kaki sangat tipis saat sudah transaksi respon penjual sangat lambat proses pengiriman,0
maaf kak kok sy pesen celana yg warna abu malah dapet kaos dalem ya mohon dibantu dong ka soalnya sy g enak ke sepupu sy tdnya mau ngasih celana malah dtgnya kaos dalem,1
bahan celananya sangat amat tipis dan menerawang gak sesuai gambar di gambar kayak katun tebal gitu tapi aslinya yg dikirim tipis dan gak banget ya maaf,0
pesan warna coklat yg sampai warna abu abu lain kali tolong klo mau jualan lebih profesional lagi,0
sangat tipis bisa di terawang bagusan leging ibu di pinggir jalan ini mah sangat tidak recommend over price nyesel bgt gw,4
barang yg dikirim gk sesuai modelnya,0
respons penjual lemot seperti ogah an melayani bahan kaos mudah melar apalagi pakai mesin cuci,4
bahannya tipis dan ukuran xl nya kekecilan terlalu sempit utk dipakai,4
ukuran xl baju oke tapi celananya tdk xl kekecilan baju bisa pakai celana tidak baju yg dikirim celananya robek pas di jahitan tdk di check dulu sblm kirim,4
bahannya dicuci luntur mengenai baju yg lain,4
bahan nya panas dan kegedean banget gak sesuai dengan berat negativean yg d estimasikan,4
luntur terus meski sdh bbrp kali d cuci,4
ga amanah toko nya awal nya bilang ready ukuran nya setelah transaksi bilang kosong stok nya coba bilang dari awal kalo ukuran yg di ingikan kosong pembeli bisa pindah ke penjual lain pengiriman nya juga lelet,4
barang tidak sesuai dengan pesanan sy pesan warna hitam ukuran l di kirimnya hijau ukuran xl dan sy pesan warna hijau ukuran m di kirim nya ukuran l tingkat kan pelayanan bos semoga di pesanan berikutnya sesuai ya,1
brang dtg warna nya sesuai pesanan tp karatan dan kotor,4
barang tidak sesuai yg di pesan warna pudar kancing yg di pesan yg di kirim model kancing,4
ga sesuai permintaan udh jelas dikasi keterangan orderannya dan di chat biar inget eeh malah barang yg datang warna tdk sesuai dengan jumlah warna yg diinginkan pengen cepet ngirim aja ini lapaknya klo ga punya stok jgn di approve,0
celana semua tidak seperti orderan minta nomer dan malah dikasih dan,4
celana ukuran tidak akurat,4
respon cepat tp sayang tdk sesuai harapan ukuran s nya besar kantong kiri kanan terlalu bawah tanda pangkat di pundak sebelah kiri tidak simetris miring sebelah kanan posisi kancing tdk pas sehingga melengkung kesannya yg menjahit asal asalan tidak rekomendasi,1
alas sepatu tipis dipakai bulan sudah aus padahal make ny jarang,4
warnanya ga sesuai photo di deskripsi warna sepatu di deskripsi aga crem yang dateng abu x gelap,4
baru di pake sekali udah robek sol nya,4
sepatu nya sudah sampai cuma tdk sesuai pesanan sy seharus nya dan tapi dikasihnya dan jdi ada yg ga muat dipakai nya seharusny ada pemberitahuan dlu lain kali lebih teliti lagi gan klo untuk kwalitas nya bagus hanya disayangkan masalah nomer nya aja,4
bertanya dijawab ready dikirim tuker ga boleh kecewa sangat,4
bolong dikitt lama lama bisa lebar nih orderan kali ini yaa agak kecewa,4
saya tulis ukuran yg di butuhkan macam yg saya terima ini hanya macam ngga bisa kita pake semua,4
mesan hijau dikasih abu abu ukuran sama apa gak baca pesanannya kalau memang gaada ya dijelaskan saja kn lebih enak,1
minta size dikirim semuanya tanpa ada konfirmasi dahulu,4
tolong diperhatikan barang yg akan dikirim layak tidak pesanan yg sy kirim sudah sesuai dari warna dan size tapi barangnya kusam seperti sendal bekas,1
lumayan tapi kalau dipake jalan jauh suka lecet pas jepit jempol dan kaki telunjuk terasa sakit,4
barang yg dikirim hrsnya di cek dulu konsumen kan byr bukan gratis masa paku rivert nya yg sebelah ada tutup penahannya yg sebelahnya nggak ada tutup penahannya jadi copotlah klo di pake gimana sih,0
satu lobang tali sepatunya besar sekali seperti lobang di tusuk dua pulpen sepatunya tidak di cek pada saat mau di kirim,4
kecewa belinya asli packing berantakan kardus penyok bawahnya udh kuning kuning kaya bekas di pakai kecewalah pokonya tolonglah di bagusin,4
posisi kancing dan lubamg kancing tidak sejajar jadi saat dikancing bajunya panjang sebelah dan bagian leher tidak rata,4
ganti bintang jadi bintang aja lah pelayanan sangat buruk sampe salah warna hal yg fatal sekali,4
yg dipesan kerah tinggi yg dtg pendek biasa,4
minta size yg dikirim size kebesaran gk bs saya pakai bagaimna,1
gk ada kotak sepatunya beli sepatu harus nya ada kotak ini malah plastik kresek doang,0
iklannya seragam pgri kemeja hem katun pria tp ternyata bahannya bukan katun smg ke depan deskripsi sama dg iklannya shg pelanggan tidak kecewa lo,1
bahannya tipis dan jahitannya kurang rapi,4
baru beli dan dibuka sudah ada noda hitam yg sangat terlihat untuk di kemeja putih di cuci tidak bisa hilang,4
jahitannya banyak yg ga rapi kain agak nerawang,4
kekecilan ukuran tidak sesuai deskripsi,4
tidak dikemas dobel plastik seperti beli gorengan dan jahitan ada yg tidak rapih,4
pelayanan buruk tidak ada respon warna baju tdk sesuai di wa dan chat via toped gg ada respon beda jauh sama yg saya punya yg beli d toko ini,4
harganya terlalu mahal untuk kualitas setipis itu tapi gpp deh semoga nanti lebih murah,4
di kirimnya yg hidden bukan yg semata kaki kecewa,4
bahannya kelihatan murah,1
minta yg biru di kasih toska,4
baru mau di pake clipnya copot,4
kan pesanan nya wrn yellow yg dikirim graay sih hmmm,1
saya pesan yg putih biasa kenapa di kirim yg ini tidak sesuai,1
barang dikirim tidak sesuai jumlah pesanan,4
gak sesuai ekspektasi ternyata di ol shop lain harga jauh banget lebih murah,4
baru diple ps mau buka cantelannya patah,4
pesan yang sampai semoga berkah deh yg curangin,0
ukuran tidak sesuai,4
barang chat no resp,1
warna tidak sesuai pesenan,4
ga sesuai expetasi lebih mirip singlet drpd tanktop beli putih hitam yg dikirim hitam semua pdhal sblm order sdh tanya saat cekout jg yg dipilih hitam putih packing rapi pengiriman agak lama penjual responsif,4
kurang sesuai ekspetasi,4
pengiriman lama sekali respon penjual jg lambat,4
bahan bukan katun asli,4
bahannya luntur agak lebih tipis dari yg tempat lain,4
barang asli nya tak seindah yg difoto,4
bahan terlalu tipis jahitan kurang kuat bs cpt sobek,4
ini jg sy tdk rekomend krn body sy tinggi jd klu dpke pendek sy gak nyaman klu berkeringat itu basah banget spt disiram air ini mungkin krn bahanya yg sutra jpg oy tangannya jg pendek bingit maaf y,1
kurang bagus kurang pas sama fotonya,4
parah amat d kirimnya baju bekas klo mau jualan yg bener bu,0
kain jarik nya tipiiis banget kalo untk acara resmi lebih baik cari yang lain aja ada harga emang ada kwalitas,1
untuk kain jarik batik agak kecewa sih saya pesen yang warna tapi dikasih yang klasik bahan agak kasar dan tidak panjang kainnya memang sih sesuai harga tapi yasudah gpp thanks,4
ternyata kainnya kasar bgt dan tidak menyerap keringat,4
ibarat bli kcing dlm karung kainya tipis kyak kulit bwang trus nerawang bnget pokok nya gk bgus bngt kcewa,4
bahannya luntur,4
ini pembelian ke sblmnya sdh beli yg army suka bgt makanya beli lg yg light grey ternyata size nya beda sm yg army pdhl pilihnya jg all size yg grey stlh dipake br sadar ada jahitan tdk rapi spt itu perlu ditingkatkan lg bagian qc nya nii,1
menurut saya barangnha kurang bagus sorry banget ya biasa belanja disini barangnya bagus bngt tp untuk ini kurang celana ini sering banget aku pake karena enak dan nyaman dan seminggu aku cuci x tapi bahannya jadi jelek gampang robek dan jadi kayak digambar ini,1
kualitas produk kurang memuaskan,4
bahannya beda dari orderan yg warna coklat dan baru di pakai sekali langsung robek,4
bru dipake x udh robek sana sini trus kek keluar karet warna kuning gituu ngga lagi deh,1
komplain krn jam di setting masi tidak menyala jawaban dr admin hanya ok,1
barang tidak sesuai gambar mengecewakan,4
kecewa beli nya pcs tetapi yang datang hanya pcs,4
salah kirim bisa sih diselesaikan baik baik tapi males aja,4
warna nya cantik tp potongannya ga rapi jd sperti barang reject gtu maaf ya tp sy ga puas sih dg barang ini,4
waktu itu beli di e commerce sebelah bagus banget jahitannya rapi tapi kenapa pas beli di sini jahitannya nggak rapi kayak buru buatnya serius sih agak kecewa padahal udah excited banget semoga pas mau beli lagi nggak kayak gini ya,4
gimana bisa miring begitu plus udh di wanti alamat kirim kantor tutup jam terus libur akhir tahun udh ditanya udh konfirmasi katanya bisa sblm jam sampe pake sameday ini nyampe nya jam malem gw nungguin di warkop depan kantor yg udh gelap tolonglah kalo udh di notice gitu pilih sameday grab gojek jgn pake anteraja yg transit sana transit sini kalo emg ga bisa ga usah diiyakan pas nanya jam sampe apa enggak kecewa,1
ukurannya tidak sesuai harapan,4
